Age;Gender;Weight (kg);Height (m);Max_BPM;Avg_BPM;Resting_BPM;Session_Duration (hours);Calories_Burned;Workout_Type;Fat_Percentage;Water_Intake (liters);Workout_Frequency (days/week);Experience_Level;BMI;Daily meals frequency;Physical exercise;Carbs;Proteins;Fats;Calories;meal_name;meal_type;diet_type;sugar_g;sodium_mg;cholesterol_mg;serving_size_g;cooking_method;prep_time_min;cook_time_min;rating;Name of Exercise;Sets;Reps;Benefit;Burns Calories (per 30 min);Target Muscle Group;Equipment Needed;Difficulty Level;Body Part;Type of Muscle;Workout;BMI_calc;cal_from_macros;pct_carbs;protein_per_kg;pct_HRR;pct_maxHR;cal_balance;lean_mass_kg;expected_burn;Burns Calories (per 30 min)_bc;Burns_Calories_Bin
24.4;Male;58.79;1.51;187.08;157.21;67.76;1.05;694.89;Yoga;2.327.810.509.628.030;2.49;1.96;1.03;25.78;2.99;-0.01;202.02;81.09;54.1;1533.0;Other;Dinner;Balanced;42.92;2201.21;27.52;167.72;Boiled;9.88;104.8;4.13;Prone Cobras;3.02;11.93;Improves back strength and posture;159.99;Back, Hamstrings, Glutes;Bench or Step;Intermediate;Forearms;Lateral;Military press;2.578.395.684.399.800;1619.34;0.4990181184927192;13.793.162.102.398.300;0.749664767013074;0.8403356852683344;838.11;451.048.020.138.968;33.597.900.000.000.000;1,46E+30;Low
55.22;Male;84.5;1.79;177.75;122.48;52.11;1.19;1288.41;Strength;27.881.500.859.421.700;2.41;3.01;2.03;26.37;2.99;0.02;253.53;101.72;68.16;2399.0;Other;Dinner;Balanced;23.2;894.45;199.91;398.87;Grilled;42.55;69.26;2.91;Lat Pulldowns;5.02;15.93;Builds lower body power and endurance;367.94;Rear Deltoids, Upper Back;Bench or Chair;Advanced;Forearms;Wrist Extensors;Donkey kicks;2.637.246.028.525.950;2034.44;0.4984762391616366;12.037.869.822.485.200;0.5600923272843044;0.689057665260197;1110.59;60.940.131.773.788.600;8.756.972;1,30E+36;Very High
56.6;Female;64.06;1.56;176.88;143.95;72.74;1.53;1787.35;Strength;27.221.577.747.870.100;2.69;4.98;2.98;26.32;2.01;3.02;371.75;148.94;98.99;1937.0;Other;Breakfast;Vegan;20.34;567.11;250.2;389.62;Roasted;42.64;32.68;2.49;Step-ups;4.01;14.92;Improves core rotation strength;361.57;Core;Barbell;Advanced;Abs;Middle;Decline dumbbell press;2.632.314.266.929.650;2973.67;0.5000554869908228;23.250.078.051.826.400;0.6837910505089302;0.8138285843509724;1.496.500.000.000.000;4.662.185.729.471.430;11.064.042;1,13E+36;Very High
49.22;Male;82.31;1.95;183.13;158.96;72.98;1.91;1989.46;Cardio;2.414.494.669.204.790;3.51;5.01;3.02;21.65;3.0;-0.02;270.28;107.43;71.6;2191.0;Other;Snack;Low-Carb;41.34;1262.5;188.45;337.1;Boiled;43.59;70.71;2.04;Plyometric Push-ups;4.02;20.93;Advanced core exercise;371.48;Lower Back, Glutes;Bench or Step;Advanced;Back;Triceps;Dumbbell curls;2.164.628.533.859.300;2155.24;0.501623949072957;13.051.877.050.176.100;0.7805719473445303;0.8680172555015563;201.54;62.436.294.377.775.300;14.190.536;1,41E+36;Very High
31.13;Female;63.57;1.64;184.39;125.06;50.95;1.53;1194.32;Yoga;25.861.798.630.281.300;2.68;4.01;3.01;23.64;4.01;-0.01;265.6;105.99;70.23;2014.0;Other;Dinner;Keto;16.23;2410.03;233.37;471.94;Baked;25.38;25.74;1.62;Tricep Extensions;4.01;25.03;Builds explosive upper body power;364.43;Legs, Shoulders, Core;Cable Machine;Intermediate;Chest;Posterior;Military press;23.635.484.830.458.000;21.184.300.000.000.000;0.5015034719108018;1.667.295.894.289.750;0.5553806954436451;0.6782363468734748;8.196.800.000.000.000;4.712.965.461.073.010;11.151.558;1,20E+36;Very High
19.46;Female;89.71;1.77;174.93;126.57;71.77;1.49;1610.54;Strength;2.382.789.865.893.440;3.7;4.01;2.01;28.63;3.02;0.02;251.24;100.65;67.49;2433.0;Other;Snack;Vegetarian;48.8;158.58;281.63;366.66;Roasted;18.13;64.41;1.68;Wall Angels;4.0;10.02;Targets lower abs;319.43;Chest, Triceps;Low Bar or TRX;Beginner;Abs;Posterior;Skull crushers;2.863.481.119.729.320;2014.97;0.498746879606148;1.121.948.500.724.550;0.5312136487010468;0.7235465614817355;822.46;6.833.399.211.306.980;9.519.014;4,10E+34;Low
32.38;Male;64.69;1.62;186.14;127.93;63.11;0.57;500.69;Cardio;2.914.068.246.327.230;3.42;2.02;1.0;24.65;2.01;2.0;244.62;98.12;65.04;1745.0;Other;Lunch;Vegetarian;42.2;1926.06;42.01;225.88;Fried;41.93;87.51;2.8;Dragon Flags;3.98;23.04;Isolates and strengthens triceps;345.08;Chest, Triceps;Low Bar or TRX;Advanced;Legs;Lateral;Decline dumbbell flyes;24.649.443.682.365.400;1956.32;0.5001635724216896;15.167.722.986.551.200;0.5268633666585387;0.6872783926077147;1244.31;4.583.889.251.450.910;3.933.912;7,70E+33;Medium
18.78;Female;73.84;1.77;197.77;137.21;63.98;1.29;1392.04;Strength;2.580.412.965.298.250;2.59;3.01;1.99;23.57;3.0;3.0;342.64;136.03;90.67;2021.0;Other;Breakfast;Vegan;43.56;2106.12;25.81;416.88;Raw;45.46;18.48;3.88;Lateral Raises;4.01;19.01;Builds upper body strength;339.64;Obliques, Core;Low Bar or TRX;Beginner;Shoulders;Grip Strength;Seated calf raises;2.356.921.701.937.500;2730.71;0.5019060976815554;18.422.264.355.362.900;0.5473503251364078;0.6937857106740153;628.96;547.862.306.642.377;8.762.712;6,77E+34;Medium
43.1;Female;53.25;1.72;173.2;160.33;71.0;1.03;987.98;Cardio;2.083.345.028.350.950;2.32;3.98;1.99;18.0;3.01;0.0;241.06;96.77;64.15;1482.0;Other;Dinner;Keto;45.92;717.45;191.72;194.77;Boiled;54.07;55.83;4.8;Dead Bugs;4.0;21.87;Strengthens core and improves mobility;329.98;Triceps, Chest;Dumbbells or Barbell;Beginner;Abs;Lats;Standing calf raises;17.999.594.375.338.000;1928.67;0.4999507432583075;1.817.276.995.305.160;0.8740704500978476;0.9256928406466514;494.02;4.215.618.772.403.110;6.797.588.000.000.000;5,35E+34;Low
40.96;Female;55.42;1.55;174.92;169.11;65.01;1.45;1043.13;Yoga;2.519.346.692.296.010;2.01;4.0;1.99;23.07;1.99;0.03;216.05;87.52;57.68;1578.0;Other;Dinner;Vegetarian;11.15;996.04;244.97;342.24;Boiled;22.25;112.71;3.94;Deadlift;4.98;17.2;Improves coordination and cardiovascular health;338.41;Full Body, Core, Shoulders;Wall;Beginner;Forearms;Wrist Flexors;Decline dumbbell press;2.306.763.787.721.120;1733.4;0.4985577477789316;1.579.213.280.404.180;0.9471385679192068;0.9667848159158474;5.348.699.999.999.990;4.145.778.063.129.540;981.389;6,57E+35;Medium
52.88;Male;105.31;1.84;175.98;129.82;61.9;0.68;822.8;HIIT;31.156.642.095.660.600;2.93;3.03;1.0;31.11;3.0;0.01;170.97;68.33;45.59;2797.0;Other;Breakfast;Vegan;15.67;2374.55;39.41;413.15;Fried;21.44;56.42;3.41;Box Jumps;3.99;24.95;Improves shoulder health and posture;375.89;Back, Core, Shoulders;Cable Machine or Resistance Band;Advanced;Abs;Lateral;Russian twists;31.105.269.376.181.400;13.675.100.000.000.000;0.5000914070098207;0.6488462634127813;0.5953716690042076;0.7376974656210933;1974.2;7.249.894.020.905.970;5.112.104;1,55E+36;Very High
47.92;Male;87.28;1.76;183.16;155.69;67.12;1.82;1417.42;Yoga;30.134.525.618.403.900;3.48;5.01;2.98;28.18;2.99;1.98;348.43;138.65;92.95;2529.0;Other;Snack;Paleo;3.02;1054.13;282.75;394.97;Boiled;51.11;17.17;3.59;Rows;4.0;25.1;Strengthens back and improves posture;366.34;Chest, Triceps, Shoulders;Step or Box;Intermediate;Forearms;Middle;Plank;28.176.652.892.561.900;27.848.700.000.000.000;0.500461421897611;15.885.655.362.053.100;0.7632712857635298;0.8500218388294387;1111.58;6.097.858.604.025.700;13.334.776;1,26E+36;Very High
49.0;Female;46.43;1.72;169.4;120.06;72.12;1.41;1862.75;HIIT;2.064.681.921.886.890;2.59;4.01;2.01;15.69;1.98;0.01;283.36;113.15;74.97;1455.0;Other;Breakfast;Low-Carb;2.78;857.44;173.22;147.22;Steamed;9.71;31.43;4.1;Plyometric Push-ups;4.98;24.89;Strengthens lower abs;356.46;Biceps, Forearms;Parallel Bars or Chair;Beginner;Back;Lower;Leg raises;15.694.294.213.088.100;2260.77;0.501351309509592;24.370.019.384.018.900;0.4928042763157894;0.7087367178276269;-407.75;3.684.368.183.667.910;10.052.172;1,00E+36;High
50.12;Female;89.67;1.7;168.09;124.2;73.91;0.8;703.36;Cardio;2.732.457.558.586.530;2.7;2.01;1.0;31.03;4.01;2.98;302.41;120.74;80.9;2177.0;Other;Dinner;Keto;41.32;1562.78;58.02;98.37;Steamed;7.31;14.34;2.99;Flutter Kicks;4.01;23.09;Isolates and strengthens triceps;335.47;Lower Abs;Dumbbells or Barbell;Intermediate;Forearms;Grip Strength;Skull crushers;3.102.768.166.089.960;24.207.000.000.000.000;0.4997066964101292;13.464.926.954.388.300;0.5339774899129327;0.738889880421203;1473.64;6.516.805.307.215.450;5.367.520.000.000.000;6,12E+34;Low
27.66;Female;62.36;1.6;177.88;129.09;61.92;1.1;1454.42;HIIT;2.327.355.702.897.550;1.72;3.01;2.02;24.36;1.98;-0.04;238.47;95.46;62.97;1758.0;Other;Lunch;Paleo;42.74;1865.9;198.09;155.52;Roasted;59.18;88.53;4.72;Squats;3.99;16.97;Strengthens back and legs;352.38;Calves;Box or Platform;Beginner;Shoulders;Lateral;Leg press;24.359.375;1902.45;0.501395568871718;1.530.788.967.286.720;0.5792514660227666;0.7257139644704296;3.035.799.999.999.990;4.784.660.983.673.080;7.752.360.000.000.000;9,14E+34;High
29.88;Female;79.47;1.62;180.59;165.83;66.27;1.26;1209.6;Cardio;30.657.532.692.933.300;2.51;4.01;2.0;30.28;2.01;0.0;217.99;86.16;57.84;2173.0;Other;Dinner;Keto;31.33;1791.6;146.26;489.18;Steamed;28.47;73.13;3.21;Tricep Extensions;4.99;23.02;Improves core stability and upper body strength;345.49;Core, Lower Back;Bench or Step;Intermediate;Forearms;Wrist Extensors;Towel pull-up;30.281.207.133.058.900;1737.16;0.5019457044831795;1.084.182.710.456.770;0.8708887333799861;0.9182678996622184;963.4;5.510.645.876.892.580;8.706.348;7,78E+34;Medium
22.56;Female;40.55;1.75;166.76;144.8;61.19;0.83;732.39;Cardio;13.105.079.171.277.800;2.09;3.03;1.03;13.24;2.0;1.01;296.25;118.89;79.67;1393.0;Other;Snack;Low-Carb;20.19;1320.71;25.96;473.08;Steamed;49.78;112.07;2.85;Resistance Band Pull-Aparts;4.0;18.94;Improves shoulder mobility and posture;326.08;Back, Hamstrings, Glutes;Wall;Intermediate;Forearms;Wrist Extensors;Donkey kicks;13.240.816.326.530.600;2377.59;0.4984038459111957;29.319.358.816.276.200;0.791986359761296;0.8683137443031903;660.61;3.523.589.039.604.680;5.412.927.999.999.990;4,85E+34;Low
39.23;Male;72.33;1.88;197.64;147.5;50.86;0.55;484.88;Cardio;1.980.918.716.697.870;2.18;2.0;1.02;20.46;3.01;0.02;254.79;102.14;67.88;1967.0;Other;Snack;Paleo;25.98;773.59;120.14;108.91;Roasted;39.97;116.12;4.09;Flutter Kicks;5.0;20.12;Advanced core exercise;366.12;Triceps;Step or Box;Intermediate;Shoulders;Middle;Wrist curl;2.046.457.673.155.270;2038.64;0.4999215163049876;1.412.138.808.240.010;0.6584003270200302;0.7463064157053229;1482.12;5.800.201.492.212.420;402.732;1,25E+36;Very High
31.67;Male;59.44;1.66;183.78;160.11;63.9;0.51;616.54;HIIT;198.026.948.627.878;1.81;1.99;1.0;21.57;3.99;-0.0;281.78;112.96;75.19;1358.0;Other;Breakfast;Keto;29.87;685.04;159.14;271.06;Boiled;35.87;46.75;3.08;Zottman Curls;3.99;17.95;Improves shoulder health and posture;367.97;Upper Back, Rear Deltoids;Low Bar or TRX;Beginner;Chest;Quads;Leg press;2.157.061.982.871.240;2255.67;0.4996830210092787;19.004.037.685.060.500;0.8025525525525526;0.8712047012732616;741.46;4.766.927.817.355.890;3.753.294;1,30E+36;Very High
28.08;Female;71.43;1.67;192.22;139.79;62.81;1.47;1059.28;Yoga;27.023.053.807.673;1.5;4.0;2.01;25.61;2.01;1.0;233.03;92.57;62.24;2090.0;Other;Lunch;Keto;33.65;689.18;110.15;298.88;Fried;38.86;10.75;5.0;Frog Jumps;4.01;24.99;Targets lower abs;354.03;Quadriceps, Calves, Glutes;Resistance Band;Advanced;Shoulders;Lower;Preacher curls;2.561.224.855.677.860;1862.56;0.5004509921828022;12.959.540.809.183.800;0.5948535661849934;0.7272396212672978;1030.72;5.212.743.266.517.910;10.408.482;9,50E+33;High
38.91;Male;64.26;1.69;189.77;148.19;57.94;1.24;895.03;Yoga;27.027.149.868.696.900;1.93;4.02;2.03;22.5;2.99;2.0;309.64;124.44;82.78;1752.0;Other;Snack;Balanced;46.95;1029.23;88.45;481.91;Steamed;33.63;57.79;2.89;Resistance Band Pull-Aparts;2.99;12.15;Combines lower body and upper body strength;250.56;Triceps;Bench or Step;Beginner;Arms;Middle;Incline cable crossovers;2.249.921.221.245.750;2481.34;0.4991496530100671;19.365.079.365.079.300;0.6845937950390654;0.7808926595352268;856.97;4.689.235.349.437.530;6.213.888;5,65E+33;Low
34.99;Male;85.2;1.85;184.98;134.74;55.06;1.77;1843.63;Cardio;26.735.614.982.336.400;3.5;4.98;3.02;24.89;3.0;0.01;165.5;65.5;43.5;2467.0;Other;Lunch;Low-Carb;25.05;1055.78;70.57;236.43;Boiled;51.87;28.68;1.49;Rows;4.01;22.96;Improves core stability and balance;355.54;Back, Biceps;Wall;Advanced;Abs;Upper;Donkey kicks;2.489.408.327.246.160;1315.5;0.5032307107563664;0.7687793427230046;0.6133004926108375;0.7284030706022273;6.233.699.999.999.990;6.242.125.603.504.930;12.586.116.000.000.000;9,83E+34;High
32.93;Female;40.23;1.63;180.99;146.99;66.12;1.07;1155.6;Strength;16.646.341.332.770.500;1.48;4.01;2.0;15.14;2.99;0.01;281.33;112.08;74.28;1165.0;Other;Snack;Vegetarian;46.25;2516.64;25.38;261.53;Boiled;21.16;57.78;2.75;Plyometric Push-ups;5.0;22.97;Improves coordination and cardiovascular health;352.8;Full Body, Core, Shoulders;Dumbbells;Advanced;Shoulders;Lower;Dumbbell curls;15.141.706.500.056.400;2242.16;0.501891033646127;2.785.980.611.483.960;0.7040132323496127;0.8121443173656003;9.400.000.000.000.090;3.353.317.688.182.640;7.549.920.000.000.000;9,23E+34;High
44.1;Female;86.75;1.97;196.67;166.71;49.97;1.67;1301.6;Yoga;23.063.069.552.892.700;3.51;5.01;2.99;22.35;2.02;2.01;305.27;122.28;81.84;2567.0;Other;Snack;Vegetarian;16.26;334.89;60.16;360.18;Roasted;39.73;116.6;1.19;Frog Jumps;4.0;19.02;Enhances full-body coordination and stability;347.91;Quadriceps;Cable Machine or Resistance Band;Advanced;Arms;Posterior;Crunches;22.353.062.433.971.500;2446.76;0.4990599813631088;14.095.677.233.429.300;0.7957736877982278;0.8476635989220522;1265.4;6.674.278.716.286.550;11.620.194;8,24E+33;Medium
51.99;Male;70.48;1.58;181.07;164.16;66.87;1.02;979.2;Cardio;31.896.544.618.430.700;1.99;3.0;2.0;28.23;3.01;1.97;307.31;121.69;81.84;1917.0;Other;Lunch;Vegan;25.91;114.53;279.82;338.78;Boiled;43.05;22.26;4.52;Reverse Lunges;3.99;16.02;Improves hip power and cardiovascular fitness;353.8;Core, Shoulders, Hips;Bench or Sturdy Surface;Advanced;Abs;Middle;Bent-over rows;2.823.265.502.323.340;2452.56;0.5012069021756859;17.265.891.032.917.100;0.8519264448336252;0.906610703043022;937.8;4.799.931.535.292.990;7.217.520.000.000.000;9,45E+33;High
28.34;Female;62.2;1.6;178.28;128.87;62.0;1.1;1189.98;Strength;22.042.553.211.899.600;1.72;2.99;2.02;24.3;2.0;0.03;238.4;95.62;63.36;1731.0;Other;Breakfast;Keto;42.32;1866.54;198.81;155.44;Boiled;59.12;90.0;4.71;Seated Rows;3.97;17.05;Improves posture and strengthens upper back;355.67;Full Body;Dumbbells;Beginner;Shoulders;Grip Strength;Incline dumbbell flyes;24.296.875;1906.32;0.5002308111964413;15.372.990.353.697.700;0.5750773993808049;0.7228516939645502;541.02;4.848.953.190.219.840;782.474;9,86E+34;High
20.98;Female;86.12;1.86;162.83;128.79;58.1;1.37;1809.91;HIIT;269.429.573.002.378;2.61;3.0;2.01;24.89;3.0;-0.01;197.28;79.57;53.09;2281.0;Other;Breakfast;Low-Carb;32.44;339.47;117.38;249.24;Steamed;59.93;60.59;4.91;Dragon Flags;5.01;23.94;Targets lower chest;353.54;Lower Abs;Kettlebell;Intermediate;Forearms;Middle;Crunches;24.893.051.219.794.100;1585.21;0.4978015531065284;0.9239433348815604;0.6749737420032463;0.7909476140760301;4.710.899.999.999.990;6.291.672.517.303.520;9.686.996;9,39E+33;High
52.23;Male;58.06;1.56;166.03;151.77;68.08;1.66;1725.07;Cardio;2.096.507.587.243.320;2.7;3.99;2.99;23.86;3.0;-0.03;295.75;118.76;78.95;1736.0;Other;Breakfast;Paleo;15.8;1612.71;24.29;430.53;Baked;38.89;112.25;3.64;Thrusters;4.01;22.01;Improves core stability and upper body strength;352.25;Back, Core, Shoulders;Bench or Chair;Beginner;Arms;Anterior;Towel pull-up;23.857.659.434.582.500;2368.59;0.4994532612229216;20.454.702.032.380.200;0.8544155181214906;0.9141119074865988;10.930.000.000.000.000;4.588.767.694.846.520;1169.47;9,11E+34;High
47.01;Female;85.61;1.99;182.13;153.07;69.78;1.97;2303.13;Strength;2.120.423.966.870.620;3.48;4.01;2.99;21.62;3.0;3.99;402.22;161.82;107.4;2345.0;Other;Lunch;Low-Carb;47.99;907.05;51.1;462.98;Baked;5.99;55.28;2.41;Tricep Dips;3.99;15.92;Strengthens lower abs and hip flexors;367.95;Biceps, Forearms;Kettlebell;Advanced;Shoulders;Lats;Concentration curls;21.618.140.956.036.400;3222.76;0.4992242673981308;18.901.997.430.206.700;0.7413440142412104;0.8404436391588426;4.186.999.999.999.980;6.745.705.041.962.050;1.449.723;1,30E+36;Very High
24.89;Male;41.6;1.62;193.15;143.88;64.02;1.51;1994.86;HIIT;19.691.063.483.698.400;2.12;3.98;2.01;15.85;2.0;-0.01;171.86;68.27;45.61;1115.0;Other;Snack;Paleo;41.09;2115.39;136.49;222.82;Raw;15.33;73.06;3.42;Lunges;5.0;14.96;Strengthens core and improves mobility;334.96;Lower Abs, Hip Flexors;Bench or Step;Beginner;Forearms;Grip Strength;Fat grip dumbbell curl;15.851.242.188.690.700;1371.01;0.5014113682613548;16.411.057.692.307.600;0.6184465267559823;0.7449132798343256;-8.798.599.999.999.990;3.340.851.759.078.140;10.115.792;6,04E+33;Low
25.25;Female;104.43;1.88;174.17;155.51;66.99;1.34;1768.8;HIIT;30.174.580.166.199.900;2.3;2.99;2.0;29.55;4.0;-0.0;199.53;79.14;52.54;2841.0;Other;Lunch;Vegetarian;43.56;2084.64;252.74;466.65;Baked;50.5;36.81;4.0;Jumping Jacks;4.0;14.74;Improves hip power and cardiovascular fitness;358.47;Shoulders;Box or Platform;Advanced;Legs;Lateral;Bent-over rows;2.954.674.060.660.930;1587.54;0.5027400884387165;0.757828210284401;0.8259003545437582;0.8928632944824023;1072.2;7.291.868.593.243.730;9.606.996;1,05E+36;High
58.92;Female;49.94;1.95;188.14;167.22;54.98;1.06;1281.43;HIIT;1.676.213.429.209.640;3.39;2.99;1.0;13.13;3.01;-0.0;204.43;82.14;55.08;1414.0;Other;Snack;Vegan;49.39;2429.42;111.41;139.91;Boiled;48.93;44.06;1.79;Lunges;4.98;16.0;Improves posture and strengthens upper back;330.93;Triceps;None or Dumbbell;Beginner;Back;Lower;Hyperextensions;1.313.346.482.577.250;1642.0;0.4980024360535932;1.644.773.728.474.160;0.8428957644938421;0.8888062081428724;13.256.999.999.999.900;4.156.899.013.452.700;7.015.716.000.000.000;5,47E+34;Low
22.32;Male;85.97;1.9;186.04;127.89;57.95;1.91;1490.95;Yoga;290.199.311.560.972;3.5;4.98;3.01;23.81;3.0;3.98;251.98;100.35;66.56;2590.0;Other;Breakfast;Low-Carb;7.1;1312.47;94.55;233.27;Steamed;26.27;23.34;4.59;Flutter Kicks;5.0;24.99;Strengthens back and legs;340.34;Glutes, Hamstrings;Parallel Bars or Chair;Advanced;Shoulders;Lats;Dumbbell curls;23.814.404.432.132.900;2008.36;0.5018622159373818;11.672.676.515.063.300;0.5460223280505895;0.6874328101483552;1099.05;6.102.156.518.510.320;13.000.987.999.999.900;6,88E+34;Medium
43.24;Female;72.59;1.8;161.98;166.27;50.18;0.79;781.39;Strength;3.014.968.748.392.050;2.09;2.99;1.0;22.4;3.0;-0.0;308.22;122.44;81.55;1971.0;Other;Snack;Vegan;23.8;2020.27;66.74;289.5;Grilled;34.88;57.85;4.96;Scissors Kicks;5.0;15.98;Isolates and strengthens triceps;360.62;Back, Core, Shoulders;Step or Box;Beginner;Arms;Upper;Incline cable crossovers;2.240.432.098.765.430;2456.59;0.5018664083139637;16.867.337.098.773.900;1.038.372.093.023.250;10.264.847.512.038.500;1189.61;5.070.434.185.542.200;5.697.796.000.000.000;1,10E+36;Very High
44.94;Male;59.0;1.72;193.7;149.99;64.84;1.31;1258.65;Cardio;18.931.651.999.232.900;3.11;4.01;2.01;19.94;1.99;-0.01;196.26;78.29;52.88;1767.0;Other;Snack;Vegetarian;37.2;1346.86;149.93;207.68;Baked;27.07;5.42;3.98;Push Ups;4.98;17.02;Targets biceps and forearms;334.01;Chest, Triceps, Shoulders;Step or Box;Advanced;Legs;Wrist Flexors;Chest flyes;1.994.321.254.732.280;1574.12;0.4987167433232535;1.326.949.152.542.370;0.6607946608722646;0.7743417656169335;5.083.499.999.999.990;4.783.032.532.045.250;8.751.062.000.000.000;5,90E+34;Low
33.84;Male;66.35;1.62;198.92;164.15;55.97;0.82;542.18;Yoga;28.792.004.594.272.300;2.22;1.99;1.02;25.28;3.0;0.0;208.06;83.84;56.4;1742.0;Other;Breakfast;Low-Carb;37.18;1726.97;229.28;216.75;Baked;11.01;113.02;4.87;Resistance Band Pull-Aparts;5.01;15.02;Improves lower back strength;347.8;Rear Deltoids, Upper Back;None or Dumbbells;Advanced;Shoulders;Quads;Preacher curls;2.528.196.921.201.030;16.751.999.999.999.900;0.4968003820439351;12.636.021.100.226.000;0.7567681007345227;0.8252061130102555;11.998.200.000.000.000;47.246.504.951.700.200;5.703.919.999.999.990;8,21E+33;Medium
47.36;Female;50.18;1.69;178.21;147.28;63.89;1.47;1587.6;Strength;1.904.850.444.963.980;1.68;3.0;2.0;17.57;2.0;0.0;247.49;98.21;66.49;1275.0;Other;Breakfast;Low-Carb;14.96;416.97;195.78;368.77;Baked;46.66;56.59;2.68;Burpees;4.99;24.02;Improves core stability;358.16;Glutes, Hamstrings;Bench or Chair;Beginner;Legs;Grip Strength;Seated calf raises;1.756.941.283.568.500;1981.21;0.4996744413767344;19.571.542.447.190.100;0.72944366689993;0.8264407160092025;-3.125.999.999.999.990;406.214.604.671.707;10.529.904;1,04E+36;High
46.66;Female;84.31;2.0;189.24;162.39;65.96;1.84;1432.99;Yoga;25.264.322.880.746.700;3.49;4.99;2.98;21.08;4.01;0.01;243.98;97.11;65.35;2174.0;Other;Breakfast;Low-Carb;26.91;2361.54;243.38;364.52;Steamed;6.54;33.47;1.98;Step-ups;4.98;16.0;Improves posture and back strength;363.04;Rear Deltoids, Upper Back;Wall;Beginner;Forearms;Wrist Extensors;Russian twists;210.775;1952.51;0.4998284259747709;11.518.206.618.431.900;0.78220311486048;0.8581166772352568;741.01;6.300.964.937.924.240;13.359.872;1,17E+36;Very High
47.2;Female;73.69;1.8;172.82;140.34;50.23;1.37;1204.5;Cardio;2.289.516.336.658.480;3.7;3.01;1.0;22.74;3.01;0.02;173.9;70.81;46.63;2128.0;Other;Dinner;Low-Carb;38.17;534.66;214.88;398.88;Grilled;50.52;115.07;4.79;Bicep Curls;4.01;15.93;Targets lower abs;340.3;Back, Biceps;Wall;Intermediate;Forearms;Upper;Overhead triceps extensions;22.743.827.160.493.800;1398.51;0.49738650420805;0.9609173564934184;0.735051798678522;0.812058789491957;923.5;5.681.855.411.516.350;932.422;6,88E+33;Medium
42.34;Male;57.76;1.67;192.04;148.31;54.92;1.14;1379.4;HIIT;2.649.954.942.886.780;2.39;1.99;1.0;20.71;3.0;0.02;211.48;84.63;56.36;1431.0;Other;Snack;Low-Carb;6.63;1403.8;287.42;362.58;Baked;49.02;95.48;3.91;Step-ups;5.01;24.03;Improves posture and back strength;348.45;Full Body, Core, Shoulders;Bench or Step;Advanced;Forearms;Triceps;Bent-over lateral raises;20.710.674.459.464.300;1691.68;0.5000472902676629;14.652.008.310.249.300;0.6810822637106184;0.7722870235367633;5.159.999.999.999.990;4.245.386.024.988.590;7.944.659.999.999.990;8,34E+34;Medium
34.13;Male;64.36;1.62;174.0;145.04;62.09;1.76;1833.22;Cardio;25.628.806.527.923.500;2.69;4.98;3.02;24.52;3.01;0.01;207.16;83.59;55.47;1881.0;Other;Lunch;Vegan;21.13;1441.38;200.49;163.07;Roasted;56.01;80.81;3.2;Bicycle Crunches;4.99;21.92;Isolates and strengthens triceps;365.52;Full Body;Bench, Barbell;Intermediate;Abs;Triceps;Barbell hip thrusts;2.452.370.065.538.780;1662.23;0.4985110363788405;12.987.880.671.224.300;0.7412206237154856;0.8335632183908046;4.777.999.999.999.990;4.786.530.011.862.830;12.866.304;1,23E+36;Very High
41.68;Female;42.61;1.75;160.49;129.77;70.74;1.04;916.03;Cardio;14.193.576.689.618.900;1.59;2.98;1.01;13.91;1.98;-0.02;330.92;132.12;88.33;1136.0;Other;Snack;Balanced;10.95;845.56;175.33;256.9;Raw;42.81;38.13;2.2;Lunges;4.99;15.93;Improves core stability and upper body strength;343.15;Lower Back, Glutes;Bench or Chair;Advanced;Abs;Lats;Triceps pushdowns;13.913.469.387.755.100;2647.13;0.500043443276303;3.100.680.591.410.460;0.657715877437326;0.8085862047479594;21.997.000.000.000.000;3.656.211.697.255.330;713.752;7,36E+34;Medium
